image,description
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/keys_3249.png,A bunch of keys sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dirty_food_container__1335.png,A dirty takeout container sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_box_593.png,A piece of white paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/big_metal_lid_300.png,a white paint can sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/juice cardboard.png,A box of Tropicana juice sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard wrap.png,A box of food sitting on top of a marble counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard cup_8.png,A yellow and black mask sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_spice_bag_1769.png,A piece of cheese sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Metal_Food_Can_3519.png,A can of food sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/small_milk_box_4858.png,A carton of milk sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Oil_Bottle_3690.png,A bottle of hot sauce sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_plastic_bottle_1708.png,A plastic bottle sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Japanese_drink_bottle_3210.png,A plastic bottle with a blue cap sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_jar_2414.png,A glass jar filled with water sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/egg_carton_cardboard_1439.png,A carton of eggs sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_glass_container_2086.png,a glass jar with a label on it sitting on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dove_body_wash_bottle_1390.png,A bottle of Dove Men + Care Sport Care Active + Fresh Shower Gel.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ear_phones_cardboard_packaging_1433.png,A pair of headphones sitting on top of a box.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5285.png,A bottle of vodka sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/brownie_cardboard_box_386.png,A box of chocolate brownies sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/butter_package_dirty_418.png,A piece of paper sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/shampoo_bottle_tsubaki_4788.png,A bottle of red liquid sitting on top of a cardboard box.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/wine_bottle_5287.png,A bottle of wine sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/recyclable_package_4680.png,A white take out container sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/front_of_clean_paper_fries_packaging_2176.png,A yellow box with holes in it sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/magazine_paper_3345.png,A magazine with a picture of a house on the cover.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/chocolate_drink_plastic_bottle_739.png,A can of Horlicks chocolate delight on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/condensed milk metal can.png,A can of beer sitting on top of a metal sink.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/book_326.png,A book with a picture of a man and a woman holding hands.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_glass_container_2083.png,A glass jar with a label on it sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bottle_water__339.png,A bottle of powerade sports drink sitting on the floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_beer_bottle_2458.png,A bottle of water sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_envelope_3807.png,a piece of white paper with a hole in it
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_can_2063.png,A can of kidney beans sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_wrist_brace_box_1816.png,A white box sitting on top of a black table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic lid_146.png,A jar of food sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Tim_Hortons_paper_cup_with_lid_5060.png,A red cup with the word Tim Hortons written on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/closed cardboard food box.png,A Domino's Pizza sticker sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paint_can_3753.png,A can of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_soda_can__1765.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dairyland_mik_container_1277.png,A carton of dairyland lactose free milk sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dasani_water_metal_can_1278.png,A can of soda sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/fast_food_discount_coupons_1887.png,A package of cereal sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard bottle_61.png,A carton of Tropicana juice sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Hot_cup_sleeve_2655.png,A piece of paper with a label on it sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/magnaziom_package_3382.png,A bottle of magnesium sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clear_hinged_container_1071.png,A plastic container with a label on it sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_glass_of_tomato_812.png,A glass bottle with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/tim_hortons_flyer_5057.png,A red card sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/olive_oil_metal_can_3709.png,A blue tin can with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_shipping_bag_4542.png,A package sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic bottle_5.png,A yellow cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_clean_container_1566.png,A carton of yogurt sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/stretchy_plastic_packet_of_potato_5007.png,A bag of potato chips sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_pop_can_945.png,A can of beer sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_container_621.png,a box of fruit sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/coffee_cup_sleeve_1121.png,A starbucks cup with a face drawn on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_cleanser_container_4415.png,A bottle of Neutrogena Ultra Gentle daily cleanser sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/apple_cider_bottle_93.png,A bottle of apple cider sitting on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/caramel_cream_container_452.png,A bottle of peanut butter sitting on top of a metal surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_catalog_3760.png,A magazine with a picture of a kitchen and living room.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_cleaner_2474.png,A bottle of windex spray sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_dome_lid_for_food_888.png,A plastic bowl with a piece of paper sticking out of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soft_drink_metal_can_4914.png,A can of soda sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dental_floss_1284.png,A red and white button on a white wall.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_container_4422.png,A brown plastic container sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_3932.png,a piece of white paper on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soft_drink_can_4905.png,A can of soda sitting on top of a plastic bag.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/vitamine glass bottle.png,A bottle of baby probiotic drops sitting on a marble surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass wine bottle_117.png,A bottle of wine sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/almond_milk_container_35.png,A carton of almond milk sitting on top of a bed.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_catalog_3773.png,A brochure with a bunch of business cards on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dirty_chicken_plastic_bag_1329.png,A piece of bread sitting on top of a piece of paper.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_yogurt_container_1049.png,A bucket of krema sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/deformed_coca_can_1281.png,A can of coca cola sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_155.png,A package of small gravel vacuum on a wooden surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_can_lid_3419.png,a close up of a metal object on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Perfume_bottle_4113.png,A bottle of perfume sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_can_copy_242.png,A can of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bottle_of_water_337.png,A bottle of water sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/letter_3319.png,A folded white envelope on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/small_cardboard_box_4867.png,A box of medicine sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/noodle_cup_3666.png,a close up of a cup on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_packaging_cardboard_box_1676.png,A cardboard box with a blue logo on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2264.png,a bottle of perfume sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_metal_can_2132.png,A can of canned food with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/up_down_view_of_a_glass_bottle_5158.png,a close up of a glass vase on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/juice_bottle_3231.png,A bottle of dark berries on a brown surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_magazine_3854.png,A magazine with a bunch of pictures on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/aluminium_soda_can_51.png,A hand holding a can of Coca Cola with coffee.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/egg_box_1446.png,A carton of eggs sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/book_327.png,A book sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_bottle_4261.png,A bottle of water with steam coming out of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_food_container_2398.png,A glass jar with a dollar bill sticking out of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_receipt_4058.png,A piece of paper sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/grocery_store_flyer_2586.png,A bunch of dried fruits and vegetables sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Metal_jar_lid_3520.png,A close up of a jar of cream on a marble surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_pipe_649.png,A roll of toilet paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/aluminum_foil_box_79.png,A tube of aluminum foil sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_potato_salad_packaging_928.png,A bucket of ice cream sitting on top of a stove.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/box_of_ice_creams_363.png,A box of chocolate ice cream sitting on a tiled floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_bread_clip_613.png,A small piece of paper with a hole in it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_piece_of_transparent_plastic_863.png,A couple of clear plastic bags sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2261.png,a bottle of beer sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clif_bar_box_container_1078.png,A box of Clif bars sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard box_129.png,A box of neilmed sinus rinse sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_wrapper_foil_2155.png,A piece of aluminum foil on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2279.png,A brown beer bottle with a label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/medium plastic lid_20.png,A jar of acai bowl sitting on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clothing_tag_1083.png,A package with a picture of a person doing a yoga pose.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/crumpled_grocery_store_flyer_1240.png,A paper bag filled with magazines sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/aluminum_takeout_food_tray_68.png,A pie crust in a foil pan on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/vented_paper_egg_carton_5209.png,A dozen eggs sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_metal_can_2102.png,A can of red tea sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_soda_bottle_2496.png,A bottle of vodka sitting on a carpeted floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/coffee_cup_with_sleeve_1154.png,A red and white cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_water_bottle_4569.png,A bottle of water sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bottom_of_a_glass_bottle_343.png,a close up of a metal object on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper bag_162.png,A crumpled piece of paper sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/used_paper_card_5179.png,A close up of a business card on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_12453534.png,A package of toothpaste sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_13.png,A magazine on a wooden table with a picture of a man and a woman.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Used_Coffee_Cup_5171.png,A coca cola cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_bag_4357.png,A green plastic bag sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_yogurt_container_1050.png,A cup of yogurt sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_plastic_bottle_870.png,A bottle of water sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/crumpled_brown_bag_1232.png,A brown paper bag sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ice_tea_metal_can_2663.png,A can of brisk iced tea sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_tissue_box_1779.png,A package with a clear plastic cover on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/flyer_1926.png,A brown leather couch sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_152.png,a bottle of beer sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_cardboard_4135.png,A piece of brown paper on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/flyer_1948.png,a close up of a paper bag on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2465.png,A bottle of liquor sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/flyer_1929.png,A roll of adhesive tape sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ice_tea_metal_can_2662.png,A can of soda sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_can_3452.png,A can of soda sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/carboard_padding_458.png,A cardboard box with two holes in it on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/ketchup_bottle_3243.png,A bottle of ketchup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/pasta_plastic_packaging_4094.png,A bag of pasta sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/stretchy_plastic_carrot_bag_4999.png,A bag of mini reeled carrots sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard box_123.png,A box of cereal sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/flyer_1961.png,A magazine with a picture of a couch and pillows.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_towel_roll_4082.png,A roll of toilet paper sitting on a wooden floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/olive_oil_glass_container_3707.png,A bottle of green liquid sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paperboard_packaging_3913.png,A box of food with smoke coming out of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/sanitizer_bottle_plastic_4747.png,A bottle of hand sanitizer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/grocery_store_flyer_2582.png,a close up of a blue and white envelope on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/metal_bobby_pin_3502.png,A pair of bobby pins sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/soda_can__4894.png,A can of Dr. Pepper Diet sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/piece_of_cardboard_packaging_4127.png,A piece of white paper sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Monster_energy_drink_3604.png,A can of energy drink sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/chips_ahoy_cereal_box_729.png,A box of chips ahoy cereal sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/body_spray_container_322.png,A bottle of water sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/can_that_holds_some_kind_of_food_425.png,A can of beer sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_baked_beans_can_1512.png,A can of Heinz feves on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_jar_2445.png,A clear glass jar with a lid on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_packaging_4516.png,A clear plastic bag with a pink label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/fountain_drink_cup_2170.png,A cup of coffee sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean plastic food container.png,A white take out container sitting on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/back_of_shampoo_bottle_106.png,A bottle of liquid sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/solar_light_cardboard_packaging_4921.png,A box with a solar powered motion sensor light inside of it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cup_dome_plastic_lid_1267.png,a small glass jar with a white lid
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/clean_paper_towel_859.png,A piece of paper sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_catalog_3769.png,A bunch of magazines sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic food container_23.png,A black bowl sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_box_cereal_611.png,A box of Reese's Puffs cereal on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/Clean_cardboard_amazon_box_empty_772.png,A cardboard box with a barcode on it sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_packaging_of_dryer_sheets_554.png,A box of bove laundry detergent sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_tea_bottle_4554.png,A bottle of water sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/sheets_of_paper_4828.png,A piece of paper sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/shampoo_bottle_4784.png,A bottle of coconut curls shampoo sitting on a carpet.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/hamburger cardboard container.png,A cardboard box filled with food sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/paper_catalog_3765.png,A newspaper with a bunch of food items on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/corona_bottle_1212.png,A clear glass bottle with a black and white logo on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/hand_soap_bottle_2627.png,A bottle of glue sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_gum_pack_1614.png,A package of white toothpaste sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/glass_bottle_2329.png,a small glass bottle sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard box_30.png,A box of food sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/bottom_of_a_beer_bottle_340.png,A close up of a bottle of beer on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/blue_plastic_water_bottle_314.png,A bottle of water sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/empty_pill_bottle_1700.png,A bottle of medicine sitting on top of a bed.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/coca_cola_can_1088.png,A can of coca cola sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/cardboard_and_plastic_timer_packaging_473.png,A package of a cell phone sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/garlic_dill_glass_ajr_2205.png,A jar of baby dill pickles sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/lip_balm_package_3327.png,A box of blisterx lip balm sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/food_metal_can_2100.png,A can of canned watermelon sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/pizzeria_flyer_4222.png,a close up of a bottle of wine on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/beer_bottle_158.png,A brown beer bottle with a red label on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/plastic_recyclable_bottle_4530.png,A bottle of water sitting on top of a couch.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/drink_metal_can_1422.png,A can of organic coconut water on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/dirty_tomato_paste_can_1375.png,A can of soda sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Blue/alcohol_bottle_29.png,A bottle of alcohol sitting on a wooden floor.
